Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
42;m;314771;4;no;no;Kleinstadt
58;m;358348;3;no;no;Kleinstadt
39;m;148116;6;no;no;Kleinstadt
45;w;363104;3;no;no;Vorstadt
48;w;312510;4;no;no;Vorstadt
52;w;254924;4;no;no;Groﬂstadt
51;m;122764;4;no;no;Kleinstadt
36;w;184634;6;no;no;Land
48;m;376896;5;no;no;Land
44;w;301143;7;no;no;Vorstadt
42;m;267085;7;no;no;Dorf
41;w;37461;4;no;no;Groﬂstadt
48;w;49678;4;no;no;Land
42;m;146024;7;no;no;Land
42;w;55580;5;no;no;Dorf
50;w;259987;5;no;no;Groﬂstadt
46;w;253390;2;no;no;Land
38;m;80879;4;no;no;Groﬂstadt
36;m;139210;3;no;no;Groﬂstadt
42;m;163636;3;no;no;Land
58;m;255451;5;no;no;Kleinstadt
45;w;120472;4;no;no;Kleinstadt
43;w;170594;6;no;no;Vorstadt
53;m;172484;3;no;no;Land
44;w;190842;3;no;no;Kleinstadt
45;w;232201;5;no;no;Vorstadt
48;m;68546;7;no;no;Vorstadt
38;m;223766;4;no;no;Groﬂstadt
48;m;296521;4;no;no;Kleinstadt
45;m;94293;4;no;no;Groﬂstadt
44;w;188625;1;no;no;Groﬂstadt
44;w;113876;7;no;no;Land
48;w;203207;5;no;no;Kleinstadt
49;m;200057;3;no;no;Groﬂstadt
46;m;148489;0;no;no;Vorstadt
55;w;375142;2;no;no;Kleinstadt
44;m;285122;1;no;no;Kleinstadt
51;m;313060;4;no;no;Dorf
53;w;57134;3;no;no;Groﬂstadt
43;m;333337;3;no;no;Kleinstadt
43;w;99838;2;no;no;Vorstadt
38;m;128307;4;no;no;Vorstadt
50;w;268952;5;no;no;Dorf
56;m;216948;5;no;no;Dorf
43;w;466238;3;no;no;Vorstadt
47;m;378671;5;yes;no;Kleinstadt
37;w;152988;4;no;no;Dorf
34;m;275587;5;no;no;Kleinstadt
38;m;259445;6;no;no;Groﬂstadt
41;m;345329;4;no;no;Land
40;w;83192;3;no;no;Kleinstadt
39;m;158712;4;no;no;Dorf
50;w;171999;4;no;no;Kleinstadt
36;w;67448;4;no;no;Dorf
47;m;185406;4;yes;no;Land
46;w;229286;6;no;no;Vorstadt
48;m;255489;6;no;no;Groﬂstadt
43;m;339634;4;no;no;Vorstadt
40;w;195651;5;no;no;Vorstadt
40;m;90748;2;no;no;Vorstadt
41;m;304903;4;no;no;Land
38;w;210155;3;no;no;Kleinstadt
40;m;62942;3;yes;no;Dorf
53;w;149466;5;no;no;Kleinstadt
49;m;278639;5;yes;yes;Dorf
40;w;176388;6;no;no;Kleinstadt
48;m;199087;2;no;no;Dorf
49;m;226132;4;no;no;Vorstadt
49;m;112530;6;no;no;Dorf
56;w;296816;5;no;no;Dorf
36;w;29062;4;no;no;Dorf
44;m;179633;5;no;no;Vorstadt
41;w;225099;6;no;no;Dorf
52;m;38033;5;no;no;Vorstadt
50;m;289150;5;no;no;Groﬂstadt
37;w;170533;5;no;no;Vorstadt
40;w;307719;4;no;no;Land
42;m;261739;2;no;no;Land
37;m;28680;3;no;no;Groﬂstadt
51;w;188789;4;no;no;Land
51;w;399674;2;no;no;Dorf
44;m;168385;3;no;no;Kleinstadt
51;m;177684;3;no;no;Dorf
47;w;311291;4;yes;no;Land
41;w;242540;3;no;no;Kleinstadt
43;w;200506;6;no;no;Vorstadt
36;w;228847;4;no;no;Land
40;m;291786;4;no;no;Kleinstadt
49;w;170850;4;no;no;Kleinstadt
40;m;249714;4;no;no;Land
49;w;248780;1;no;no;Vorstadt
45;w;370619;5;no;no;Groﬂstadt
38;m;133712;2;no;no;Groﬂstadt
43;m;119997;5;no;no;Land
52;w;49609;5;no;no;Dorf
46;m;173493;4;no;no;Kleinstadt
38;m;62190;6;no;no;Land
38;m;173747;6;no;no;Dorf
49;m;156661;5;no;no;Land
42;m;278288;3;no;no;Vorstadt
46;m;77220;2;no;no;Kleinstadt
46;m;121545;3;no;no;Groﬂstadt
46;w;217333;4;no;no;Dorf
59;w;344849;5;no;no;Dorf
49;m;118185;6;no;no;Groﬂstadt
43;w;213184;2;no;no;Land
54;w;262091;7;no;no;Land
57;w;18632;4;no;yes;Land
47;w;155233;6;yes;no;Vorstadt
43;w;257374;6;no;no;Vorstadt
49;w;290907;4;no;no;Groﬂstadt
42;w;264590;0;no;no;Vorstadt
37;w;187919;3;no;no;Groﬂstadt
51;m;114690;4;no;no;Dorf
43;m;217748;3;yes;no;Vorstadt
54;w;189521;4;no;no;Kleinstadt
43;m;45823;7;no;no;Dorf
42;m;27090;4;no;no;Dorf
37;w;113496;3;no;no;Groﬂstadt
51;m;171556;5;no;no;Vorstadt
45;m;354304;3;no;no;Groﬂstadt
43;w;75552;5;no;no;Groﬂstadt
42;m;141223;3;no;no;Vorstadt
55;w;114858;6;no;no;Kleinstadt
39;m;152913;4;no;no;Land
39;w;111703;5;no;no;Land
49;m;179334;6;no;no;Kleinstadt
55;m;267984;1;no;no;Dorf
51;w;193633;3;no;no;Vorstadt
40;w;204040;3;no;no;Land
54;m;261536;8;yes;no;Land
52;w;51753;5;no;yes;Kleinstadt
44;m;119359;4;no;no;Groﬂstadt
48;w;166483;4;no;no;Dorf
46;w;456392;4;no;no;Land
49;w;193501;6;no;no;Kleinstadt
50;w;111132;4;no;no;Kleinstadt
54;m;263121;6;no;no;Groﬂstadt
46;w;189407;1;no;no;Land
43;m;281027;3;no;no;Land
41;m;31925;4;no;no;Dorf
43;m;189189;4;no;no;Dorf
37;w;124448;4;no;no;Dorf
40;w;44342;5;no;no;Kleinstadt
49;m;66508;4;no;no;Land
53;w;320892;2;no;no;Land
46;w;96615;4;no;no;Groﬂstadt
45;w;272920;2;no;no;Groﬂstadt
50;m;225416;4;no;no;Land
51;w;130733;4;no;no;Land
39;m;200768;3;no;no;Kleinstadt
54;w;86400;6;no;no;Vorstadt
38;m;295324;7;no;no;Vorstadt
38;m;338979;4;yes;no;Dorf
50;w;177543;5;no;no;Dorf
52;m;129743;6;no;no;Land
49;w;372588;6;no;no;Dorf
49;w;343361;2;no;no;Dorf
36;w;258237;2;no;no;Vorstadt
45;m;309883;1;no;no;Kleinstadt
55;w;228471;5;no;no;Groﬂstadt
34;m;318804;3;no;no;Dorf
47;w;311578;5;no;no;Kleinstadt
40;w;242171;5;no;no;Vorstadt
48;w;228078;4;no;no;Kleinstadt
48;w;147757;5;no;no;Groﬂstadt
43;m;161798;4;no;no;Land
50;m;240343;4;no;no;Kleinstadt
47;w;502560;4;no;no;Kleinstadt
39;w;218090;4;no;no;Kleinstadt
51;w;367628;4;no;no;Dorf
41;m;118978;2;no;no;Vorstadt
43;w;206036;4;no;no;Vorstadt
54;w;420040;3;no;no;Land
56;m;296623;7;no;no;Land
44;w;234743;4;no;no;Kleinstadt
46;m;211286;3;no;no;Land
45;w;267336;3;no;no;Land
47;w;95471;6;no;no;Groﬂstadt
50;w;119206;5;no;no;Groﬂstadt
39;w;229965;5;no;no;Kleinstadt
46;w;227019;5;no;no;Vorstadt
42;w;141135;4;no;no;Land
40;m;219729;4;no;no;Dorf
40;w;51899;5;no;no;Kleinstadt
51;w;183838;4;no;no;Kleinstadt
38;w;289193;8;no;no;Vorstadt
55;w;472817;5;no;no;Kleinstadt
53;w;75287;2;no;no;Vorstadt
47;m;209196;3;no;no;Land
46;w;302348;3;no;no;Dorf
42;m;418365;3;no;no;Kleinstadt
45;w;190678;4;yes;no;Groﬂstadt
46;w;158973;4;no;no;Land
38;w;272637;6;no;no;Dorf
29;w;287411;2;no;no;Kleinstadt
47;m;203729;4;yes;no;Kleinstadt
47;w;63859;1;no;no;Land
51;m;157087;4;no;no;Groﬂstadt
42;m;198123;4;no;no;Vorstadt
46;m;65307;4;yes;no;Vorstadt
40;w;297341;4;no;no;Groﬂstadt
35;m;261326;3;no;no;Vorstadt
42;w;333668;4;no;no;Groﬂstadt
38;m;85323;2;no;no;Kleinstadt
34;m;360562;2;no;no;Vorstadt
51;w;219392;2;no;no;Vorstadt
54;m;421008;6;no;no;Vorstadt
50;w;261324;3;yes;no;Vorstadt
46;m;80691;4;yes;no;Land
49;m;15626;3;no;no;Kleinstadt
46;m;233421;2;no;no;Land
44;m;184503;4;no;no;Land
42;w;424647;3;no;no;Land
36;m;61025;5;no;yes;Dorf
48;m;256806;3;no;yes;Kleinstadt
40;w;111881;7;no;no;Land
47;w;261091;2;no;no;Groﬂstadt
60;m;59376;4;no;no;Dorf
40;m;241207;4;no;no;Dorf
52;w;170538;3;no;no;Groﬂstadt
48;m;329874;4;no;no;Kleinstadt
48;w;344407;3;no;no;Dorf
43;m;169957;4;no;no;Groﬂstadt
43;m;205237;4;no;no;Land
48;w;309287;4;no;no;Vorstadt
44;m;426875;3;yes;no;Land
57;m;210172;3;no;no;Kleinstadt
49;m;216297;6;no;no;Kleinstadt
52;m;125382;5;no;no;Kleinstadt
50;w;416343;3;yes;no;Kleinstadt
58;w;188433;6;no;no;Dorf
32;w;130029;5;no;no;Land
46;m;356862;6;no;no;Land
51;m;206146;2;no;no;Dorf
53;w;217962;4;no;no;Groﬂstadt
42;w;148505;6;no;no;Groﬂstadt
44;m;293870;4;no;no;Vorstadt
41;w;226588;4;no;no;Land
52;w;172455;3;no;yes;Groﬂstadt
50;w;251099;5;no;no;Vorstadt
42;w;59270;0;no;no;Dorf
46;w;121568;5;no;no;Groﬂstadt
43;w;207458;3;no;no;Dorf
40;m;84539;5;no;no;Groﬂstadt
49;m;111792;4;no;no;Kleinstadt
46;m;99617;5;no;no;Land
47;w;174698;3;no;no;Groﬂstadt
49;w;242618;4;no;no;Kleinstadt
39;m;188520;6;no;no;Vorstadt
53;m;314771;4;no;no;Groﬂstadt
44;w;358348;3;no;no;Kleinstadt
48;w;148116;6;no;no;Dorf
43;w;363104;3;no;no;Vorstadt
41;m;312510;4;no;no;Vorstadt
47;m;254924;4;no;no;Dorf
50;m;122764;4;no;no;Kleinstadt
56;m;184634;6;no;no;Vorstadt
51;w;376896;5;no;no;Groﬂstadt
37;w;301143;7;yes;no;Kleinstadt
41;w;267085;7;no;no;Dorf
52;m;37461;4;no;no;Kleinstadt
40;w;49678;4;no;no;Dorf
40;m;146024;7;no;no;Land
47;w;55580;5;no;no;Groﬂstadt
41;m;259987;5;no;no;Land
41;m;253390;2;no;no;Vorstadt
41;w;80879;4;yes;no;Vorstadt
44;m;139210;3;no;no;Land
41;m;163636;3;no;no;Land
47;m;255451;5;no;no;Dorf
46;w;120472;4;no;no;Land
46;w;170594;6;no;no;Dorf
51;m;172484;3;no;no;Vorstadt
48;m;190842;3;no;no;Vorstadt
51;m;232201;5;no;no;Land
45;m;68546;7;no;no;Land
38;m;223766;4;no;no;Groﬂstadt
48;m;296521;4;no;no;Kleinstadt
43;w;94293;4;no;no;Vorstadt
45;m;188625;1;no;no;Dorf
52;w;113876;7;no;no;Kleinstadt
45;m;203207;5;no;no;Kleinstadt
35;m;200057;3;yes;no;Kleinstadt
52;m;148489;0;no;no;Groﬂstadt
47;m;375142;2;no;no;Vorstadt
45;m;285122;1;no;no;Dorf
44;m;313060;4;no;no;Land
44;w;57134;3;no;no;Kleinstadt
51;m;333337;3;no;no;Kleinstadt
40;w;99838;2;no;no;Groﬂstadt
61;m;128307;4;no;no;Dorf
48;m;268952;5;no;no;Dorf
42;w;216948;5;no;no;Vorstadt
47;m;466238;3;no;no;Groﬂstadt
54;w;378671;5;no;no;Vorstadt
46;w;152988;4;yes;no;Vorstadt
51;m;275587;5;no;no;Groﬂstadt
54;m;259445;6;no;no;Land
47;w;345329;4;no;no;Groﬂstadt
44;w;83192;3;no;no;Land
44;m;158712;4;no;no;Vorstadt
40;m;171999;4;no;no;Dorf
40;w;67448;4;no;no;Dorf
44;m;185406;4;no;no;Groﬂstadt
40;w;229286;6;no;no;Dorf
45;w;255489;6;no;no;Groﬂstadt
48;w;339634;4;no;no;Kleinstadt
36;w;195651;5;no;no;Vorstadt
41;w;90748;2;no;no;Land
49;m;304903;4;no;no;Land
45;m;210155;3;no;yes;Kleinstadt
50;m;62942;3;no;no;Vorstadt
53;m;149466;5;no;no;Vorstadt
56;m;278639;5;no;no;Dorf
46;w;176388;6;no;no;Kleinstadt
47;w;199087;2;no;no;Groﬂstadt
46;w;226132;4;no;no;Kleinstadt
40;w;112530;6;no;no;Kleinstadt
42;m;296816;5;no;no;Kleinstadt
43;w;29062;4;no;no;Dorf
47;w;179633;5;no;yes;Dorf
44;w;225099;6;no;yes;Kleinstadt
44;m;38033;5;no;no;Groﬂstadt
50;w;289150;5;no;no;Vorstadt
38;m;170533;5;no;no;Vorstadt
40;w;307719;4;no;no;Vorstadt
34;w;261739;2;no;no;Kleinstadt
36;w;28680;3;no;no;Vorstadt
49;m;188789;4;no;no;Land
61;w;399674;2;no;no;Vorstadt
37;w;168385;3;no;no;Dorf
42;w;177684;3;no;no;Kleinstadt
52;m;311291;4;no;no;Vorstadt
37;w;242540;3;no;no;Dorf
54;m;200506;6;no;yes;Kleinstadt
52;w;228847;4;no;no;Vorstadt
54;w;291786;4;no;no;Groﬂstadt
53;w;170850;4;no;no;Land
34;w;249714;4;no;no;Dorf
50;m;248780;1;no;yes;Kleinstadt
47;m;370619;5;no;no;Groﬂstadt
43;w;133712;2;no;no;Kleinstadt
53;m;119997;5;no;no;Vorstadt
35;m;49609;5;no;no;Kleinstadt
41;m;173493;4;no;no;Groﬂstadt
49;m;62190;6;no;no;Land
36;w;173747;6;yes;no;Dorf
42;w;156661;5;no;no;Vorstadt
43;w;278288;3;no;no;Kleinstadt
46;m;77220;2;no;no;Groﬂstadt
41;w;121545;3;no;no;Kleinstadt
49;m;217333;4;no;no;Kleinstadt
44;w;344849;5;no;no;Vorstadt
33;w;118185;6;no;no;Land
58;m;213184;2;no;no;Dorf
39;m;262091;7;no;yes;Dorf
47;w;18632;4;no;yes;Dorf
52;m;155233;6;no;no;Dorf
49;m;257374;6;no;no;Kleinstadt
43;w;290907;4;no;no;Vorstadt
48;w;264590;0;no;no;Dorf
35;w;187919;3;no;no;Vorstadt
39;m;114690;4;no;no;Dorf
43;w;217748;3;no;no;Groﬂstadt
38;m;189521;4;no;no;Land
41;w;45823;7;no;yes;Groﬂstadt
53;w;27090;4;no;no;Vorstadt
49;w;113496;3;no;no;Kleinstadt
33;w;171556;5;no;no;Kleinstadt
54;m;354304;3;no;no;Vorstadt
47;w;75552;5;no;no;Groﬂstadt
50;w;141223;3;no;no;Land
43;w;114858;6;no;no;Kleinstadt
47;m;152913;4;no;no;Vorstadt
37;m;111703;5;no;no;Land
43;m;179334;6;no;no;Vorstadt
46;m;267984;1;no;no;Kleinstadt
49;m;193633;3;no;no;Dorf
41;w;204040;3;no;no;Kleinstadt
34;m;261536;8;no;yes;Vorstadt
45;w;51753;5;yes;no;Kleinstadt
43;m;119359;4;no;no;Kleinstadt
43;w;166483;4;no;no;Land
47;w;456392;4;no;no;Land
45;w;193501;6;no;no;Dorf
48;m;111132;4;no;no;Dorf
41;w;263121;6;no;no;Vorstadt
43;m;189407;1;no;no;Dorf
45;w;281027;3;yes;no;Vorstadt
51;w;31925;4;no;no;Land
36;m;189189;4;no;no;Vorstadt
42;m;124448;4;no;no;Dorf
47;w;44342;5;yes;no;Groﬂstadt
33;m;66508;4;no;no;Kleinstadt
52;m;320892;2;no;no;Land
45;w;96615;4;no;no;Vorstadt
32;m;272920;2;no;no;Groﬂstadt
33;m;225416;4;no;no;Kleinstadt
47;m;130733;4;no;no;Groﬂstadt
54;m;200768;3;no;no;Kleinstadt
54;w;86400;6;no;no;Kleinstadt
47;m;295324;7;no;no;Dorf
40;w;338979;4;no;no;Dorf
36;w;177543;5;no;no;Land
37;w;129743;6;no;no;Land
42;m;372588;6;no;no;Land
47;w;343361;2;no;no;Dorf
42;w;258237;2;no;yes;Dorf
40;m;309883;1;no;no;Kleinstadt
40;w;228471;5;no;no;Vorstadt
38;w;318804;3;no;no;Land
48;w;311578;5;no;no;Groﬂstadt
56;m;242171;5;no;no;Vorstadt
54;w;228078;4;no;no;Dorf
44;w;147757;5;no;no;Land
40;w;161798;4;no;no;Groﬂstadt
44;m;240343;4;no;no;Groﬂstadt
50;m;502560;4;no;no;Land
50;m;218090;4;no;no;Dorf
44;m;367628;4;no;no;Land
50;w;118978;2;no;no;Groﬂstadt
54;w;206036;4;no;no;Groﬂstadt
37;w;420040;3;no;no;Groﬂstadt
35;w;296623;7;no;yes;Vorstadt
41;w;234743;4;no;no;Vorstadt
47;w;211286;3;no;no;Kleinstadt
42;w;267336;3;no;no;Kleinstadt
57;m;95471;6;no;no;Groﬂstadt
42;m;119206;5;no;no;Dorf
45;m;229965;5;no;no;Land
49;w;227019;5;no;no;Vorstadt
43;m;141135;4;no;no;Groﬂstadt
39;m;219729;4;no;no;Vorstadt
50;m;51899;5;no;no;Dorf
46;m;183838;4;no;no;Dorf
40;w;289193;8;no;no;Land
50;m;472817;5;no;no;Land
49;w;75287;2;no;no;Kleinstadt
49;m;209196;3;no;no;Groﬂstadt
41;w;302348;3;no;no;Dorf
43;m;418365;3;no;no;Vorstadt
35;w;190678;4;no;no;Vorstadt
47;w;158973;4;no;no;Groﬂstadt
44;m;272637;6;no;no;Dorf
45;m;287411;2;no;no;Groﬂstadt
53;w;203729;4;no;yes;Kleinstadt
41;w;63859;1;no;no;Land
43;m;157087;4;no;yes;Groﬂstadt
46;m;198123;4;no;no;Vorstadt
44;w;65307;4;no;no;Dorf
38;w;297341;4;no;no;Groﬂstadt
54;m;261326;3;no;no;Land
56;w;333668;4;no;no;Dorf
42;w;85323;2;no;no;Groﬂstadt
37;w;360562;2;no;no;Kleinstadt
36;m;219392;2;no;no;Dorf
41;w;421008;6;no;no;Land
34;w;261324;3;no;no;Vorstadt
45;w;80691;4;no;no;Dorf
47;m;15626;3;no;no;Land
49;w;233421;2;no;no;Kleinstadt
45;m;184503;4;no;no;Vorstadt
40;m;424647;3;no;no;Dorf
46;m;61025;5;no;no;Groﬂstadt
47;m;256806;3;no;no;Vorstadt
53;m;111881;7;no;no;Land
43;m;261091;2;no;no;Kleinstadt
47;m;59376;4;no;no;Land
49;w;241207;4;yes;no;Kleinstadt
60;w;170538;3;no;no;Land
27;w;329874;4;no;no;Kleinstadt
38;m;344407;3;no;no;Land
50;m;169957;4;no;no;Land
54;w;205237;4;no;no;Dorf
36;m;309287;4;no;no;Dorf
47;w;426875;3;no;no;Vorstadt
42;m;210172;3;no;no;Land
44;w;216297;6;no;no;Groﬂstadt
35;w;125382;5;no;no;Vorstadt
51;m;416343;3;no;no;Land
47;m;188433;6;no;no;Groﬂstadt
54;w;130029;5;no;no;Vorstadt
56;m;356862;6;no;no;Dorf
47;w;206146;2;no;no;Vorstadt
40;w;217962;4;no;no;Land
45;w;148505;6;no;no;Land
39;w;293870;4;no;no;Land
43;m;226588;4;yes;no;Kleinstadt
36;m;172455;3;no;no;Groﬂstadt
41;w;251099;5;no;no;Vorstadt
48;w;59270;0;no;no;Groﬂstadt
54;w;121568;5;no;no;Land
55;w;207458;3;no;no;Land
42;m;84539;5;no;no;Vorstadt
48;w;111792;4;no;no;Vorstadt
42;w;99617;5;no;no;Kleinstadt
43;m;174698;3;no;no;Dorf
43;w;242618;4;no;yes;Vorstadt
46;w;188520;6;no;no;Dorf
45;w;314771;4;no;yes;Land
45;m;358348;3;no;no;Vorstadt
43;w;148116;6;no;no;Kleinstadt
40;m;363104;3;no;no;Dorf
42;m;312510;4;no;no;Dorf
42;w;254924;4;no;no;Dorf
44;w;122764;4;no;no;Vorstadt
49;w;184634;6;no;no;Vorstadt
43;w;376896;5;no;no;Kleinstadt
49;w;301143;7;no;no;Land
32;m;267085;7;no;no;Dorf
49;m;37461;4;no;no;Dorf
37;w;49678;4;no;no;Land
45;m;146024;7;no;yes;Kleinstadt
51;m;55580;5;no;no;Land
44;m;259987;5;no;no;Land
40;w;253390;2;no;no;Land
39;m;80879;4;no;no;Vorstadt
56;w;139210;3;no;no;Dorf
47;w;163636;3;no;no;Land
47;w;255451;5;no;no;Kleinstadt
56;m;120472;4;no;no;Land
52;w;170594;6;no;no;Dorf
41;w;172484;3;no;no;Land
51;w;190842;3;no;no;Vorstadt
41;m;232201;5;no;no;Land
44;w;68546;7;no;no;Kleinstadt
39;w;223766;4;no;no;Kleinstadt
43;m;296521;4;no;no;Dorf
56;w;94293;4;yes;no;Dorf
43;w;188625;1;no;no;Land
40;m;113876;7;no;no;Dorf
41;w;203207;5;no;no;Groﬂstadt
51;m;200057;3;no;no;Land
41;m;148489;0;no;no;Dorf
46;m;375142;2;no;no;Vorstadt
50;w;285122;1;no;no;Groﬂstadt
39;w;313060;4;no;no;Vorstadt
52;w;57134;3;no;no;Groﬂstadt
52;m;333337;3;no;no;Dorf
47;w;99838;2;no;no;Land
51;m;128307;4;no;no;Kleinstadt
55;w;268952;5;no;no;Vorstadt
51;w;216948;5;no;no;Land
47;w;466238;3;no;no;Groﬂstadt
50;w;378671;5;no;no;Dorf
50;w;152988;4;no;no;Kleinstadt
40;w;275587;5;no;no;Dorf
41;w;259445;6;no;no;Dorf
47;m;345329;4;no;no;Kleinstadt
44;w;83192;3;no;no;Dorf
46;w;158712;4;no;no;Dorf
47;w;171999;4;no;no;Groﬂstadt
53;m;67448;4;no;no;Dorf
44;m;185406;4;no;no;Land
35;m;229286;6;no;no;Vorstadt
56;m;255489;6;no;yes;Kleinstadt
46;m;339634;4;no;no;Dorf
37;w;195651;5;no;no;Land
43;m;90748;2;no;no;Land
47;w;304903;4;no;no;Dorf
54;m;210155;3;no;no;Groﬂstadt
31;m;62942;3;no;no;Dorf
43;m;149466;5;no;yes;Groﬂstadt
44;w;278639;5;no;no;Groﬂstadt
47;m;176388;6;no;no;Land
53;m;199087;2;yes;no;Land
50;m;226132;4;no;no;Vorstadt
53;w;112530;6;no;no;Groﬂstadt
46;m;296816;5;no;no;Dorf
46;m;29062;4;no;yes;Land
38;w;179633;5;no;no;Groﬂstadt
51;w;225099;6;no;no;Groﬂstadt
39;w;38033;5;no;no;Kleinstadt
41;w;289150;5;no;no;Vorstadt
49;m;170533;5;no;no;Vorstadt
39;w;307719;4;no;no;Land
44;w;261739;2;no;no;Land
56;m;28680;3;yes;no;Kleinstadt
53;w;188789;4;no;no;Land
44;m;399674;2;no;no;Groﬂstadt
41;w;168385;3;no;no;Land
41;w;177684;3;no;no;Dorf
36;m;311291;4;no;no;Vorstadt
50;m;242540;3;no;no;Vorstadt
41;w;200506;6;no;no;Kleinstadt
41;m;228847;4;no;no;Land
47;w;291786;4;no;no;Vorstadt
51;w;170850;4;no;no;Land
40;m;249714;4;no;no;Dorf
43;w;248780;1;no;no;Kleinstadt
44;m;370619;5;no;no;Vorstadt
49;m;133712;2;no;no;Kleinstadt
45;m;119997;5;no;no;Land
49;m;49609;5;no;no;Dorf
50;w;173493;4;no;no;Kleinstadt
46;m;62190;6;no;no;Land
47;m;173747;6;no;no;Kleinstadt
40;m;156661;5;no;no;Vorstadt
38;m;278288;3;yes;no;Kleinstadt
46;m;77220;2;no;no;Vorstadt
48;m;121545;3;no;no;Dorf
43;w;217333;4;yes;no;Groﬂstadt
42;w;344849;5;no;no;Kleinstadt
38;w;118185;6;no;no;Vorstadt
48;m;213184;2;no;no;Dorf
32;m;262091;7;no;no;Dorf
38;m;18632;4;no;no;Groﬂstadt
44;w;155233;6;yes;no;Groﬂstadt
37;m;257374;6;no;no;Vorstadt
32;w;290907;4;no;yes;Vorstadt
42;w;264590;0;no;no;Kleinstadt
35;m;187919;3;no;no;Kleinstadt
46;w;114690;4;no;no;Land
47;w;217748;3;no;no;Kleinstadt
44;w;189521;4;no;no;Vorstadt
49;m;45823;7;no;no;Groﬂstadt
45;m;27090;4;no;yes;Land
37;m;113496;3;no;no;Kleinstadt
31;m;171556;5;no;no;Land
45;m;354304;3;no;no;Land
43;m;75552;5;no;no;Kleinstadt
51;w;141223;3;no;no;Kleinstadt
40;m;114858;6;yes;no;Dorf
55;w;152913;4;no;no;Dorf
43;m;111703;5;no;no;Groﬂstadt
54;w;179334;6;no;no;Vorstadt
49;w;267984;1;no;no;Land
44;w;193633;3;no;no;Groﬂstadt
44;m;204040;3;yes;no;Groﬂstadt
40;w;261536;8;no;no;Dorf
45;w;51753;5;no;no;Vorstadt
41;m;119359;4;no;no;Dorf
42;m;166483;4;no;no;Vorstadt
35;w;456392;4;no;no;Dorf
47;m;193501;6;yes;no;Dorf
48;m;111132;4;yes;no;Land
50;w;263121;6;no;no;Groﬂstadt
48;m;189407;1;no;no;Dorf
51;m;281027;3;no;no;Dorf
41;m;31925;4;no;no;Land
58;m;189189;4;no;no;Kleinstadt
57;w;124448;4;no;no;Vorstadt
58;m;44342;5;no;no;Kleinstadt
46;m;66508;4;no;no;Groﬂstadt
52;w;320892;2;no;no;Dorf
49;m;96615;4;yes;no;Dorf
41;w;272920;2;no;yes;Land
52;m;225416;4;no;no;Groﬂstadt
44;w;130733;4;no;no;Vorstadt
50;m;200768;3;no;no;Land
44;m;86400;6;no;no;Kleinstadt
53;w;295324;7;no;no;Kleinstadt
51;m;338979;4;no;no;Land
26;m;177543;5;no;no;Dorf
41;m;129743;6;no;no;Groﬂstadt
41;m;372588;6;no;no;Groﬂstadt
44;w;343361;2;no;no;Dorf
43;w;258237;2;yes;no;Groﬂstadt
42;m;309883;1;no;no;Groﬂstadt
39;w;228471;5;no;yes;Dorf
39;w;318804;3;no;no;Land
41;m;311578;5;no;no;Kleinstadt
39;w;242171;5;no;no;Kleinstadt
58;m;228078;4;no;no;Land
42;m;147757;5;no;yes;Groﬂstadt
38;m;161798;4;no;no;Vorstadt
51;m;240343;4;no;no;Groﬂstadt
45;m;502560;4;no;no;Kleinstadt
38;m;218090;4;no;no;Dorf
53;m;367628;4;no;no;Groﬂstadt
45;m;118978;2;no;no;Groﬂstadt
34;w;206036;4;no;no;Dorf
45;m;420040;3;no;no;Land
43;m;296623;7;no;no;Dorf
47;w;234743;4;no;no;Kleinstadt
52;m;211286;3;no;no;Vorstadt
51;w;267336;3;no;no;Dorf
46;m;95471;6;no;no;Vorstadt
51;w;119206;5;no;no;Vorstadt
47;m;229965;5;no;no;Dorf
42;m;227019;5;yes;no;Kleinstadt
47;w;141135;4;no;no;Groﬂstadt
46;m;219729;4;no;no;Dorf
42;m;51899;5;no;no;Vorstadt
39;m;183838;4;no;no;Dorf
46;w;289193;8;no;no;Vorstadt
42;w;472817;5;no;no;Dorf
57;w;75287;2;no;no;Vorstadt
36;m;209196;3;no;no;Dorf
44;w;302348;3;no;no;Dorf
56;w;418365;3;no;no;Dorf
41;m;190678;4;no;no;Land
47;w;158973;4;no;no;Land
45;m;272637;6;no;no;Groﬂstadt
49;m;287411;2;no;no;Kleinstadt
43;w;203729;4;no;no;Vorstadt
50;m;63859;1;no;no;Vorstadt
46;w;157087;4;no;yes;Land
52;w;198123;4;no;no;Vorstadt
50;m;65307;4;no;no;Land
32;w;297341;4;no;no;Groﬂstadt
41;w;261326;3;no;no;Vorstadt
43;m;333668;4;no;no;Dorf
46;w;85323;2;no;no;Dorf
34;m;360562;2;no;yes;Dorf
47;w;219392;2;no;no;Vorstadt
41;m;421008;6;no;no;Land
51;w;261324;3;no;no;Kleinstadt
42;m;80691;4;no;no;Land
40;w;15626;3;no;no;Groﬂstadt
47;m;233421;2;no;no;Groﬂstadt
37;w;184503;4;no;no;Groﬂstadt
49;m;424647;3;no;no;Vorstadt
41;w;61025;5;no;no;Kleinstadt
45;m;256806;3;no;no;Groﬂstadt
45;w;111881;7;no;no;Dorf
39;m;261091;2;no;no;Kleinstadt
42;m;59376;4;no;no;Land
34;m;241207;4;no;no;Vorstadt
